6
1
-1	-1	-1	-1	-1	-1	-1	-1	-1	27	1	-1	4	10	25	-1	-1	-1	-1	-1	21	-1	-1	16	-1	-1	-1	-1	-1	33	11	-1	22	13	-1	-1
1	-1	-1	-1	-1	-1	-1	25	-1	11	24	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1
25	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	10	-1	-1	-1	-1	8	24	-1	-1	-1	-1	-1	-1	27
4	5	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	28	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	30	9	-1	29	-1	7	-1	-1
-1	-1	-1	-1	-1	23	35	-1	-1	30	29	-1	6	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	26	-1	19	-1	-1
-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	34	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	4	-1	-1
-1	31	-1	-1	-1	22	-1	32	12	-1	27	25	-1	-1	-1	-1	34	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	-1	-1	-1	-1	32	22	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	6	31	-1	23	-1	-1	-1	-1	26	-1	12	8	-1	1	-1	-1	27	-1	-1
-1	-1	-1	-1	-1	-1	-1	11	14	-1	16	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	36	-1	34	-1
-1	24	20	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	19	-1	25	-1	-1	-1	4	-1	27	-1	-1	14	-1	-1	31	-1	-1	-1
-1	-1	-1	-1	36	-1	-1	-1	13	-1	3	-1	2	-1	-1	27	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1
